hr_fact_id,date,employee_key,department_key,job_key,location_key,salary,attrition_flag
96,2022-09-03,32,29,803,925,102177,0
97,2023-03-23,32,29,803,925,107285,0
98,2024-06-04,32,23,803,925,112394,1
99,2016-12-22,33,33,816,920,63400,0
100,2018-05-01,33,33,816,920,66570,0
101,2019-06-08,33,33,816,920,69740,0
102,2020-04-08,33,38,816,920,72910,0
103,2017-01-14,34,25,806,911,61862,0
104,2018-01-03,34,25,819,911,64955,0
105,2018-07-07,34,25,819,911,68048,0
106,2020-01-10,35,35,800,902,66566,0
107,2020-10-29,35,35,800,902,69894,0
108,2021-11-01,35,35,800,902,73222,0
109,2023-02-05,35,35,800,902,76550,0
110,2017-02-23,36,16,815,908,105278,0
111,2018-05-17,36,16,815,908,110541,0
112,2015-08-12,37,27,809,922,44551,0
113,2018-10-27,38,15,801,908,90616,0
114,2019-06-22,38,15,801,920,95146,0
115,2020-12-04,38,15,804,920,99677,0
116,2021-07-15,38,34,804,920,104208,0
117,2021-08-07,39,23,809,918,109399,0
118,2022-03-05,39,23,809,918,114868,0
119,2022-12-16,39,23,809,907,120338,0
120,2015-05-14,40,17,809,922,65056,0
121,2016-11-03,40,17,809,922,68308,0
122,2018-03-18,40,17,809,922,71561,1
123,2015-09-02,41,15,809,919,102607,0
124,2021-01-20,42,25,814,902,106385,0
125,2021-08-08,42,25,814,902,111704,0
126,2022-02-17,42,25,818,924,117023,0
127,2023-07-26,42,25,818,924,122342,0
128,2024-04-20,42,25,818,924,127662,0
129,2018-11-26,43,23,810,910,115835,0
130,2019-07-17,43,23,810,910,121626,0
131,2020-06-08,43,23,810,910,127418,0
132,2020-12-23,43,23,810,910,133210,0
133,2020-03-07,44,23,801,906,95952,0
134,2021-03-07,44,23,801,906,100749,0
135,2021-09-29,44,19,817,906,105547,0
136,2023-03-20,44,30,817,906,110344,0
137,2024-01-16,44,30,817,913,115142,1
138,2020-09-15,45,32,808,913,91242,0
139,2021-11-10,45,16,817,913,95804,0
140,2023-01-24,45,12,817,913,100366,0
141,2018-03-04,46,33,809,926,104931,0
142,2021-03-10,47,34,817,912,87682,0
143,2022-02-17,47,34,817,912,92066,0
144,2023-02-28,47,33,813,912,96450,0
145,2020-07-21,48,40,801,904,93836,0
146,2021-11-15,48,37,801,904,98527,0
147,2015-11-03,49,25,808,910,109691,0
148,2017-04-20,49,20,808,910,115175,0
149,2021-01-25,50,11,819,902,58771,0
150,2022-06-12,50,11,819,902,61709,0
151,2023-01-24,50,30,819,902,64648,0
152,2023-09-12,50,30,819,902,67586,1
153,2021-05-07,51,31,805,905,50946,0
154,2021-12-13,51,31,805,905,53493,0
155,2023-02-20,51,24,805,905,56040,0
156,2024-04-10,51,24,800,905,58587,0
157,2022-03-02,52,40,813,922,60780,0
158,2023-04-19,52,40,813,922,63819,0
159,2024-06-19,52,40,812,922,66858,0
160,2021-10-19,53,33,815,926,65512,0
161,2017-10-23,54,31,804,920,40735,0
162,2019-03-08,54,31,804,920,42771,0
163,2020-06-26,54,39,804,920,44808,0
164,2021-07-23,54,39,804,920,46845,0
165,2022-07-25,54,39,804,920,48882,0
166,2020-04-02,55,40,802,904,57571,0
167,2016-01-05,56,35,812,900,62663,0
168,2017-04-03,56,35,811,900,65796,0
169,2018-07-26,56,35,811,900,68929,0
170,2022-02-15,57,36,814,922,67608,0
171,2017-08-19,58,38,817,904,78940,0
172,2023-02-24,59,14,813,920,40978,0
173,2024-04-29,59,14,813,920,43026,0
174,2025-10-14,59,14,813,920,45075,0
175,2025-11-24,59,14,811,920,47124,0
176,2025-12-24,59,14,808,920,49173,0
177,2015-07-27,60,35,810,907,44505,0
178,2018-09-07,61,34,804,925,106116,0
179,2019-03-07,61,34,804,925,111421,0
180,2021-08-08,62,20,800,905,62782,0
181,2022-03-02,62,20,813,905,65921,0
182,2015-06-27,63,33,816,909,88036,0
183,2016-11-17,63,25,816,909,92437,0
184,2017-12-20,63,25,816,909,96839,0
185,2018-07-25,63,25,816,909,101241,0
186,2019-03-26,63,25,820,909,105643,0
187,2022-11-14,64,13,820,920,100264,0
188,2019-06-22,65,23,803,910,83936,0
189,2020-05-27,65,23,803,910,88132,0
190,2021-07-23,65,13,802,910,92329,0
191,2022-07-28,65,13,802,910,96526,0
192,2023-02-01,66,11,809,919,68953,0
193,2024-01-27,66,11,816,919,72400,0
194,2024-11-16,66,11,816,919,75848,0
195,2025-07-12,66,11,816,919,79295,0
196,2015-04-29,67,15,808,922,68499,0
197,2016-04-16,67,15,808,922,71923,0
198,2017-09-14,67,30,808,922,75348,1
199,2023-02-03,68,20,818,919,39135,0
200,2023-08-28,68,12,819,919,41091,0
201,2025-01-27,68,12,819,919,43048,0
202,2020-11-28,69,31,809,901,56903,0
203,2021-12-15,69,16,809,901,59748,0
204,2022-09-29,69,16,809,901,62593,0
205,2023-05-28,69,16,813,901,65438,0
206,2015-06-23,70,23,800,914,38205,0
207,2016-05-28,70,23,800,914,40115,0
208,2017-06-25,70,20,812,914,42025,0
209,2018-11-03,70,20,812,914,43935,0
210,2018-10-22,71,17,810,924,50037,0
211,2019-05-29,71,26,810,924,52538,0
212,2020-05-21,71,26,810,924,55040,1
213,2016-12-26,72,40,820,915,88811,0
214,2018-08-16,73,37,820,910,47786,0
215,2019-09-25,73,37,814,910,50175,0
216,2021-01-19,73,24,816,910,52564,0
217,2021-08-16,73,24,816,910,54953,0
218,2022-03-30,73,24,816,910,57343,0
219,2021-10-14,74,25,816,904,36109,0
220,2022-11-28,74,25,810,920,37914,0
221,2023-08-23,74,25,814,920,39719,0
222,2022-08-12,75,29,801,925,110691,0
223,2024-01-05,75,29,801,925,116225,0
224,2025-01-16,75,29,819,925,121760,0
225,2016-06-12,76,29,802,909,101259,0
226,2017-06-19,76,29,802,909,106321,0
227,2018-12-10,76,29,802,909,111384,0
228,2020-03-03,76,29,813,909,116447,0
229,2016-09-26,77,12,809,925,41256,0
230,2017-12-09,77,12,809,925,43318,1
231,2016-10-26,78,15,819,925,49697,0
232,2017-12-04,78,15,811,925,52181,0
233,2018-06-21,79,40,815,926,53430,0
234,2019-06-24,79,40,815,926,56101,0
235,2021-10-12,80,14,808,901,112040,0
236,2022-12-12,80,14,808,901,117642,0
237,2019-11-27,81,12,807,926,87130,0
238,2020-11-19,81,12,807,926,91486,0
239,2016-08-21,82,14,801,909,89925,0
240,2018-02-08,82,14,801,909,94421,0
241,2019-06-18,82,16,802,909,98917,0
242,2015-07-15,83,17,813,920,109633,0
243,2021-06-13,84,17,804,909,84261,0
244,2021-12-10,84,17,804,909,88474,0
245,2023-05-14,84,17,804,909,92687,0
246,2024-08-05,84,17,804,909,96900,0
247,2025-02-11,84,17,804,909,101113,0
248,2021-07-11,85,33,810,904,33811,0
249,2022-10-19,86,25,820,905,45675,0
250,2023-05-19,86,25,820,906,47958,0
251,2023-12-07,86,25,820,906,50242,0
252,2024-11-09,86,25,820,906,52526,0
253,2018-01-24,87,13,811,913,80431,0
254,2019-03-05,87,13,811,913,84452,0
255,2020-05-12,87,13,811,913,88474,0
256,2021-02-12,88,19,810,903,38494,0
257,2022-01-25,88,19,810,903,40418,0
258,2021-11-23,89,23,808,920,35518,0
259,2022-06-29,89,23,808,920,37293,0
260,2023-12-08,89,29,800,920,39069,0
261,2015-05-13,90,29,804,921,86972,0
262,2016-05-16,90,29,804,921,91320,0
263,2017-08-10,90,29,804,921,95669,0
264,2018-04-05,90,29,805,921,100017,0
265,2019-07-16,90,29,808,921,104366,0
266,2020-01-26,91,15,814,902,117381,0
267,2018-05-13,92,37,805,922,119779,0
268,2019-10-01,92,37,811,922,125767,0
269,2020-07-09,92,37,811,922,131756,0
270,2015-12-20,93,12,809,912,90739,0
271,2017-03-13,93,12,809,912,95275,0
272,2017-11-12,93,12,809,912,99812,0
273,2019-04-24,93,36,809,912,104349,0
274,2020-09-12,93,36,809,912,108886,0
275,2018-08-14,94,39,807,911,96012,0
276,2019-07-05,94,39,807,911,100812,0
277,2021-08-21,95,40,818,904,50439,0
278,2023-01-20,95,40,818,904,52960,0
279,2017-12-20,96,30,806,924,102991,0
280,2019-01-17,96,38,806,924,108140,0
281,2019-12-11,96,38,806,924,113290,0
282,2021-05-24,96,38,806,924,118439,0
283,2022-02-08,96,38,806,924,123589,0
284,2019-06-22,97,14,811,916,101616,0
285,2020-02-11,97,14,811,916,106696,0
286,2020-12-13,97,14,801,916,111777,0
287,2023-02-01,98,20,806,924,48885,0
288,2024-04-11,98,20,806,924,51329,0
289,2025-06-19,98,20,812,924,53773,0
290,2024-05-15,98,19,812,924,56217,0
291,2025-11-25,98,19,812,903,58662,0
292,2015-07-29,99,28,817,906,75516,0
293,2016-11-03,99,28,812,906,79291,0
294,2017-09-22,99,28,812,906,83067,0
295,2018-05-25,99,28,812,906,86843,0
296,2015-06-14,100,11,801,904,71652,0
297,2016-08-09,100,38,801,904,75234,0
298,2017-07-22,100,38,801,904,78817,0
299,2018-11-29,100,38,801,904,82399,0
300,2020-02-12,100,38,801,904,85982,0
301,2021-09-10,101,25,808,920,103821,0
302,2019-04-07,102,14,807,901,103047,0
303,2020-09-26,102,14,800,901,108199,0
304,2021-10-22,102,14,800,901,113351,0
305,2022-12-17,102,14,800,904,118504,0
306,2024-03-06,102,14,810,904,123656,0
307,2021-11-03,103,25,806,907,64569,0
308,2023-02-11,103,25,809,907,67797,0
309,2024-07-28,103,25,809,907,71025,0
310,2018-11-14,104,40,804,909,33513,0
311,2019-10-07,104,39,804,909,35188,0
312,2020-08-13,104,39,804,909,36864,0
313,2021-06-27,104,39,804,909,38539,0
314,2015-08-04,105,13,813,910,89918,0
315,2016-03-22,105,40,813,910,94413,0
316,2018-03-22,106,20,809,920,35754,0
317,2018-11-02,106,20,809,920,37541,0
318,2015-05-29,107,36,812,925,92930,0
319,2016-02-28,107,36,812,925,97576,0
320,2020-11-17,108,25,804,925,94088,0
321,2022-01-10,108,25,803,925,98792,0
322,2023-06-05,108,20,805,925,103496,0
323,2024-09-17,108,20,805,925,108201,0
324,2024-06-08,108,20,805,925,112905,1
325,2017-12-04,109,22,807,914,62995,0
326,2022-10-08,110,17,801,921,43495,0
327,2023-11-30,110,17,801,921,45669,0
328,2025-05-23,110,17,801,921,47844,0
329,2020-02-07,111,33,819,911,82505,0
330,2021-07-30,111,33,819,911,86630,0
331,2020-11-22,112,24,816,922,75419,1
332,2016-09-05,113,15,810,925,96202,0
333,2017-10-16,113,15,806,925,101012,0
334,2018-12-31,113,14,806,925,105822,0
335,2020-02-17,113,14,806,925,110632,0
336,2021-01-19,113,14,806,925,115442,0
337,2020-04-17,114,11,809,913,51590,0
338,2020-01-12,115,37,812,912,38518,0
339,2021-06-24,115,37,812,912,40443,0
340,2022-06-17,115,37,817,912,42369,0
341,2023-04-07,115,37,817,912,44295,0
342,2018-11-18,116,14,808,906,42790,0
343,2019-06-02,116,14,808,906,44929,0
344,2019-12-07,116,11,802,906,47069,0
345,2021-05-14,116,33,802,914,49208,0
346,2017-08-17,117,36,818,910,103690,0
347,2018-12-16,117,36,818,910,108874,0
348,2019-08-26,117,36,818,910,114059,0
349,2021-03-26,118,25,801,911,112320,0
350,2022-08-31,118,25,801,911,117936,0
351,2023-09-24,118,25,812,911,123552,0
352,2024-07-23,118,25,812,911,129167,0
353,2019-05-10,119,17,808,906,71288,0
354,2020-10-02,119,17,814,923,74852,0
355,2021-08-03,120,33,817,906,90835,0
356,2022-05-16,120,33,817,906,95376,1
357,2022-10-20,121,29,806,912,59369,0
358,2024-01-25,121,29,806,912,62337,0
359,2018-08-04,122,39,806,911,69015,0
360,2019-08-30,122,39,807,917,72465,0
361,2020-12-21,122,39,807,917,75916,0
362,2021-12-04,122,39,818,917,79367,0
363,2020-03-02,123,15,811,905,46344,0
364,2021-06-04,123,15,811,905,48661,0
365,2022-10-25,123,15,811,905,50978,0
366,2023-05-31,123,15,811,905,53295,0
367,2021-12-05,124,30,819,915,114413,0
368,2021-01-03,125,19,800,916,119469,0
369,2022-06-12,125,19,800,916,125442,0
370,2023-01-27,125,19,800,916,131415,0
371,2017-09-23,126,32,807,909,117658,0
372,2018-05-02,126,32,807,909,123540,0
373,2018-12-15,126,32,807,909,129423,0
374,2020-05-04,126,37,805,909,135306,0
375,2021-04-18,126,37,805,916,141189,0
376,2021-02-02,127,28,801,905,69220,0
377,2021-08-09,127,28,801,905,72681,0
378,2022-08-27,127,28,801,905,76142,0
379,2022-09-24,128,33,802,916,73332,0
380,2023-04-19,128,33,807,916,76998,0
381,2020-07-02,129,17,811,917,77207,0
382,2021-08-07,129,17,818,919,81067,0
383,2022-07-04,129,17,818,904,84927,0
384,2023-07-13,129,17,818,904,88788,0
385,2016-06-26,130,12,805,913,86830,0
386,2021-09-15,131,35,810,925,78493,0
387,2022-03-20,131,35,812,925,82417,0
388,2023-06-29,131,35,812,925,86342,0
389,2024-03-21,131,35,812,925,90266,0
390,2025-02-01,131,23,812,925,94191,0
391,2021-08-29,132,29,806,914,42021,0
392,2022-05-05,132,29,806,914,44122,0
393,2023-09-14,132,29,806,914,46223,0
394,2024-10-18,132,29,806,914,48324,1
395,2019-06-20,133,40,810,909,119089,0
396,2020-11-05,133,40,810,909,125043,0
397,2017-01-06,134,31,817,900,88505,0
398,2017-10-20,134,31,817,900,92930,0
399,2018-11-13,134,19,817,900,97355,0
400,2020-04-13,134,19,813,919,101780,0
401,2021-06-12,134,19,813,919,106206,0
402,2021-08-29,135,30,802,903,60536,0
403,2023-01-27,135,30,802,903,63562,0
404,2024-05-09,135,30,802,903,66589,0
405,2025-04-23,135,30,802,908,69616,0
406,2025-12-16,135,30,802,908,72643,0
407,2016-09-09,136,21,800,915,41703,0
408,2017-08-06,136,21,800,915,43788,0
409,2018-04-15,136,21,800,915,45873,0
410,2019-07-05,136,21,800,915,47958,0
411,2020-12-22,136,11,800,915,50043,1
412,2020-10-14,137,15,817,905,71383,0
413,2022-01-23,137,15,817,905,74952,0
414,2020-01-16,138,28,813,912,28583,0
415,2021-07-09,138,28,808,912,30012,1
416,2020-02-18,139,13,808,921,92157,0
417,2021-05-13,139,13,808,921,96764,0
418,2021-11-21,140,28,802,921,45556,0
419,2022-10-27,140,21,809,921,47833,0
420,2024-01-11,140,21,809,921,50111,0
421,2021-03-22,141,15,815,909,46388,0
422,2021-12-22,141,15,815,911,48707,0
423,2019-08-03,142,31,815,913,86176,0
424,2020-10-06,142,34,818,913,90484,0
425,2021-04-20,142,34,817,913,94793,0
426,2022-08-02,142,34,817,913,99102,1
427,2023-01-23,143,24,817,906,83725,1
428,2017-12-12,144,21,802,914,43386,0
429,2018-10-09,144,21,818,914,45555,0
430,2020-02-13,144,21,818,914,47724,0
431,2020-11-24,144,21,818,914,49893,0
432,2021-06-03,145,18,816,926,117037,0
433,2022-01-17,145,18,813,926,122888,0
434,2023-06-16,145,18,804,926,128740,0
435,2019-03-17,146,24,802,920,40202,0
436,2020-04-06,146,24,802,920,42212,0
437,2021-04-09,146,24,802,920,44222,0
438,2021-11-22,146,24,802,920,46232,0
439,2020-07-19,147,18,810,926,65171,0
440,2021-07-06,147,37,810,926,68429,0
441,2015-03-08,148,13,805,914,87836,0
442,2015-09-04,148,13,805,914,92227,0
443,2016-05-08,148,13,805,914,96619,0
444,2017-03-24,148,13,811,914,101011,0
445,2019-10-25,149,30,802,922,40475,0
446,2020-04-22,149,17,802,922,42498,0
447,2022-10-13,150,14,815,902,58008,0
448,2023-10-24,150,21,803,902,60908,0
449,2024-06-30,150,21,803,902,63808,0
450,2025-11-20,150,26,803,902,66709,0
451,2019-08-14,151,29,814,925,56474,0
452,2020-03-25,151,13,814,925,59297,0
453,2021-03-16,152,29,819,923,107638,0
454,2022-02-04,152,29,819,923,113019,0
455,2022-03-31,153,11,807,915,78578,0
456,2022-11-23,153,11,820,915,82506,0
457,2023-05-28,153,11,820,915,86435,0
458,2015-10-26,154,10,818,902,29807,0
459,2016-09-04,154,10,801,902,31297,0
460,2017-07-27,154,10,801,902,32787,0
461,2019-01-17,154,10,801,902,34278,0
462,2021-01-06,155,20,812,918,111138,0
463,2022-06-02,155,32,812,918,116694,0
464,2021-10-29,156,11,809,921,114252,0
465,2022-07-25,156,11,804,921,119964,0
466,2023-07-17,156,11,804,921,125677,0
467,2024-04-07,156,11,804,921,131389,0
468,2024-12-03,156,35,804,921,137102,0
469,2019-01-15,157,11,815,925,102302,0
470,2019-10-07,157,11,815,925,107417,0
471,2021-01-22,157,33,815,925,112532,0
472,2021-08-12,157,11,815,925,117647,0
473,2022-08-23,157,11,815,925,122762,1
474,2018-01-16,158,36,802,918,76864,0
475,2018-09-14,158,36,802,918,80707,0
476,2019-12-02,158,36,802,914,84550,0
477,2021-04-28,159,35,809,923,109620,0
478,2022-02-26,159,35,809,923,115101,0
479,2022-12-03,159,35,809,923,120582,0
480,2018-10-04,160,10,812,925,68306,1
481,2022-12-24,161,18,802,901,58339,0
482,2024-03-14,161,18,802,901,61255,0
483,2021-05-14,162,11,813,921,45132,0
484,2022-03-11,162,11,810,921,47388,0
485,2023-02-21,162,11,810,906,49645,0
486,2023-10-28,162,11,810,906,51901,0
487,2024-07-18,162,11,810,906,54158,0
488,2016-10-07,163,35,809,926,119341,0
489,2019-06-12,164,26,801,921,67169,0
490,2020-04-20,164,26,801,921,70527,0
491,2021-06-05,164,26,801,903,73885,0
492,2017-03-22,165,36,812,911,117952,0
493,2018-08-06,165,28,812,911,123849,0
494,2016-01-12,166,38,810,903,33596,0
495,2017-03-03,166,38,818,903,35275,0
496,2018-01-31,167,18,814,926,47481,0
497,2018-08-16,167,18,814,926,49855,0
498,2022-03-17,168,38,816,907,110674,0
499,2023-06-18,168,38,816,907,116207,0
500,2019-05-10,169,18,805,900,69795,0
501,2020-09-06,169,25,808,900,73284,0
502,2021-12-29,169,25,808,900,76774,0
503,2021-06-16,170,37,812,911,50768,0
504,2022-03-13,170,37,810,911,53306,0
505,2021-04-25,171,40,806,926,92517,0
506,2022-07-26,171,40,806,907,97142,0
507,2018-10-27,172,32,805,925,70413,0
508,2019-05-25,172,32,818,925,73933,1
509,2021-07-28,173,13,810,909,70284,0
510,2022-04-03,173,13,810,909,73798,0
511,2023-08-23,173,13,810,909,77312,0
512,2024-12-02,173,13,810,909,80826,0
513,2016-06-05,174,15,800,922,103082,0
514,2017-06-20,174,15,800,922,108236,0
515,2018-03-20,174,15,800,922,113390,0
516,2016-11-18,175,30,802,926,115821,0
517,2018-04-09,175,30,802,906,121612,0
518,2019-02-10,175,30,802,906,127403,0
519,2020-07-12,176,38,812,911,99568,0
520,2021-07-19,176,38,815,911,104546,0
521,2023-01-01,176,37,814,900,109524,0
522,2023-12-10,176,15,803,900,114503,0
523,2020-05-31,177,32,800,913,113673,0
524,2021-02-19,177,32,800,910,119356,0
525,2021-12-01,177,32,800,910,125040,0
526,2023-03-02,177,32,809,912,130723,0
527,2024-06-16,177,32,809,900,136407,0
528,2015-04-16,178,16,805,920,66248,0
529,2022-05-31,179,18,802,920,99319,0
530,2023-06-13,179,18,812,920,104284,0
531,2024-04-22,179,18,812,920,109250,0
532,2025-08-03,179,21,803,920,114216,0
533,2021-01-02,180,31,815,918,58886,0
534,2022-03-01,180,31,812,918,61830,0
535,2023-05-12,180,31,812,918,64774,0
536,2024-09-20,180,31,814,918,67718,0
537,2021-09-03,181,18,810,923,36783,0
538,2022-04-15,181,18,810,923,38622,0
539,2019-09-15,182,13,813,904,47424,0
540,2020-12-28,182,13,813,904,49795,0
541,2021-08-19,182,19,813,904,52166,0
542,2022-08-10,182,19,813,904,54537,0
543,2023-11-25,182,18,813,904,56908,0
544,2015-07-21,183,33,815,908,76816,0
545,2016-01-27,183,33,815,908,80656,0
546,2019-12-20,184,34,810,908,82627,0
547,2021-04-22,184,34,810,908,86758,0
548,2022-05-15,184,34,810,908,90889,0
549,2020-11-17,185,38,818,900,50772,0
550,2021-08-22,185,38,818,901,53310,0
551,2019-06-14,186,30,803,921,32005,0
552,2020-04-12,186,30,803,921,33605,0
553,2021-06-08,186,30,803,921,35205,0
554,2022-04-16,186,30,803,921,36805,0
555,2023-04-28,186,30,818,921,38406,0
556,2022-08-26,187,10,815,904,112852,0
557,2019-10-02,188,38,812,925,73706,0
558,2020-11-20,188,38,814,925,77391,0
559,2022-04-03,188,26,814,925,81076,0
560,2020-05-27,189,12,810,908,111964,0
561,2015-08-21,190,35,819,912,114577,0
562,2016-07-29,190,35,819,912,120305,0
563,2022-12-10,191,28,806,910,57145,0
564,2024-05-24,191,28,806,910,60002,0
565,2025-10-29,191,28,806,910,62859,0
566,2024-02-17,191,28,806,904,65716,0
567,2024-02-18,191,28,806,904,68574,0
568,2019-09-19,192,35,810,911,62152,0
569,2021-01-10,192,35,803,911,65259,0
570,2022-05-03,192,35,803,911,68367,0
571,2016-09-09,193,14,806,910,81633,0
572,2018-07-07,194,30,801,900,87251,0
573,2019-05-23,194,30,805,900,91613,0
574,2019-04-20,195,10,801,917,54137,0
575,2020-04-25,195,10,801,917,56843,0
576,2021-07-20,195,10,800,917,59550,0
577,2023-01-06,195,10,800,917,62257,0
578,2021-09-08,196,26,810,913,118017,0
579,2022-05-14,196,26,810,913,123917,0
580,2023-02-14,196,17,812,913,129818,0
581,2023-10-19,196,17,800,913,135719,0
582,2024-10-20,196,17,800,913,141620,0
583,2015-07-17,197,32,803,913,86237,0
584,2018-05-18,198,23,803,921,96197,0
585,2023-01-23,199,29,803,909,42943,0
586,2023-09-14,199,29,803,909,45090,0
587,2024-12-04,199,29,803,909,47237,0
588,2025-08-23,199,29,815,909,49384,0
589,2025-02-07,199,31,815,903,51531,0
590,2023-02-11,200,33,803,926,61540,0
591,2016-12-16,201,37,801,925,66085,0
592,2015-02-09,202,37,804,921,112829,0
593,2019-03-07,203,36,810,905,42920,0
594,2022-04-11,204,38,805,903,45368,0
595,2023-09-29,204,38,805,903,47636,0
596,2024-05-19,204,38,805,903,49904,0
597,2025-10-28,204,38,805,903,52173,0
598,2020-06-22,205,13,813,914,34025,0
599,2021-01-20,205,37,810,914,35726,0
600,2022-05-10,205,37,810,914,37427,0
601,2023-04-28,205,37,810,914,39128,0
602,2021-04-05,206,38,819,901,29526,0
603,2022-08-27,206,38,819,901,31002,0
604,2015-07-26,207,26,807,917,112320,0
605,2016-08-02,207,26,807,917,117936,0
606,2017-11-18,207,26,807,917,123552,1
607,2021-02-27,208,10,802,925,107194,0
608,2022-07-08,208,10,802,925,112553,0
609,2023-12-05,208,10,802,925,117913,0
610,2024-06-29,208,10,802,925,123273,0
611,2025-11-08,208,10,802,925,128632,0
612,2021-02-21,209,26,811,922,41935,0
613,2021-09-12,209,26,811,922,44031,0
614,2022-10-06,209,26,819,922,46128,0
615,2019-08-25,210,11,820,926,116098,0
616,2015-01-18,211,26,801,917,84729,0
617,2016-05-11,211,26,801,917,88965,0
618,2017-02-05,211,26,801,917,93201,0
619,2017-09-26,211,26,801,917,97438,0
620,2018-01-25,212,22,810,909,87355,0
621,2018-09-30,212,22,819,909,91722,0
622,2022-02-04,213,16,806,906,109810,0
623,2022-12-29,213,16,806,906,115300,0
624,2024-05-24,213,16,806,906,120791,0
625,2025-10-12,213,21,806,906,126281,0
626,2025-07-17,213,21,806,906,131772,0
627,2019-04-10,214,14,801,921,35419,0
628,2022-09-29,215,35,809,906,98932,1
629,2019-05-12,216,17,816,925,119242,0
630,2020-04-03,216,22,816,925,125204,0
631,2021-09-15,216,22,816,908,131166,0
632,2022-06-25,216,22,816,908,137128,0
633,2023-04-16,216,22,816,908,143090,0
