opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00000030,30.0,ACC000852,Amazon Connect Managed Migration - Turner Morris Partners,Closed Won,99243.71,100.0,2025-02-22,2024-11-30,Partner Referral,Existing Customer - Upgrade,21357
OPP00000031,31.0,ACC000342,iPECS Cloud Implementation - Hall Communications Ltd,Closed Won,63122.86,100.0,2022-09-19,2022-04-20,Purchased List,Existing Customer - Replacement,21208
OPP00000032,32.0,ACC000183,Webex for Gamma Implementation - Morris Morris Associates,Closed Won,255244.69,100.0,2024-07-31,2024-01-20,Purchased List,Existing Customer - Downgrade,15843
OPP00000033,33.0,ACC000462,Microsoft Teams Phone - Wilson Robinson UK,Closed Won,83850.94,100.0,2023-03-14,2021-09-07,Web,Existing Customer - Upgrade,
OPP00000034,34.0,ACC000700,Oxford Borough Council Digital Transformation,Closed Won,26813.12,100.0,2023-01-01,2022-08-25,Phone Inquiry,Existing Customer - Downgrade,19415
OPP00000035,35.0,ACC000341,London Borough Council Contact Centre Solution,Closed Won,58109.25,100.0,2025-04-25,2024-09-20,Other,Existing Customer - Replacement,12053
OPP00000036,36.0,ACC000873,Patel Clark Services - Horizon Contact Centre Deployment,Closed Won,18051.35,100.0,2025-01-13,2021-11-15,Other,Existing Customer - Upgrade,
OPP00000037,37.0,ACC000282,Wood Lewis Partners UCaaS Project,Closed Won,306935.09,100.0,2022-04-27,2021-10-06,Web,Existing Customer - Downgrade,
OPP00000038,38.0,ACC000819,Williams Thomas Holdings Digital Transformation,Closed Won,154533.63,100.0,2022-08-07,2022-05-07,Partner Referral,Existing Customer - Upgrade,28553
OPP00000039,39.0,ACC000303,Williams Edwards Solutions Digital Transformation,Closed Won,167489.03,100.0,2025-07-17,2021-10-01,Web,Existing Customer - Upgrade,
OPP00000040,40.0,ACC000077,Secure Payments PCI Expansion - Wright Robinson LLP,Closed Won,194485.23,100.0,2025-03-17,2024-10-09,Phone Inquiry,Existing Customer - Replacement,23229
OPP00000041,41.0,ACC000760,Wilson Evans International - Cloud Communications,Closed Won,126290.38,100.0,2025-06-30,2021-09-13,Partner Referral,Existing Customer - Replacement,
OPP00000042,42.0,ACC000654,Webex for Gamma Expansion - Wood Thomas Partners,Closed Won,171227.2,100.0,2022-12-02,2022-06-01,Other,Existing Customer - Replacement,13465
OPP00000043,43.0,ACC000424,Horizon Mobile App Expansion - Brown Wilson Group,Closed Won,29248.86,100.0,2022-05-27,2021-08-23,Web,Existing Customer - Downgrade,
OPP00000044,44.0,ACC000081,Webex for Gamma Implementation - Morris Communications Group,Closed Won,106013.81,100.0,2024-04-25,2023-12-12,Other,New Customer,22018
OPP00000045,45.0,ACC000713,White White Associates - Horizon Contact Centre Deployment,Closed Won,327818.56,100.0,2024-12-16,2024-01-10,Phone Inquiry,New Customer,20742
OPP00000046,46.0,ACC000979,FUSION IoT Expansion - Harris Harris Solutions,Closed Won,218282.0,100.0,2023-07-16,2022-08-03,Other,Existing Customer - Replacement,23861
OPP00000047,47.0,ACC000543,Lee Edwards Services UCaaS Project,Closed Won,158689.58,100.0,2024-12-17,2021-09-04,Web,Existing Customer - Upgrade,
OPP00000048,48.0,ACC000977,iPECS Cloud Implementation - Morris IT Solutions Ltd,Closed Won,109027.83,100.0,2022-02-27,2022-01-16,Phone Inquiry,Existing Customer - Replacement,42130
OPP00000049,49.0,ACC000049,Cooper Cooper and Co - Cloud Communications,Closed Won,128390.68,100.0,2024-09-08,2024-08-05,Other,Existing Customer - Downgrade,39998
OPP00000050,50.0,ACC000776,FUSION IoT - Jackson Cooper Holdings,Closed Won,21852.79,100.0,2022-03-28,2021-11-12,Partner Referral,Existing Customer - Upgrade,
OPP00000051,51.0,ACC000131,Davies Lewis International Digital Transformation,Closed Won,157598.37,100.0,2025-02-26,2024-09-23,Purchased List,Existing Customer - Replacement,48824
OPP00000052,52.0,ACC000185,Horizon Mobile App Expansion - Roberts Cooper Associates,Closed Won,204623.4,100.0,2023-04-25,2022-07-02,Partner Referral,New Customer,45105
OPP00000053,53.0,ACC000771,Clarke Networks Group Digital Transformation,Closed Won,56568.86,100.0,2025-02-22,2021-12-28,Purchased List,Existing Customer - Replacement,
OPP00000054,54.0,ACC000569,Horizon Contact Centre Expansion - Patel Turner and Co,Closed Won,22535.05,100.0,2022-05-25,2021-10-18,Phone Inquiry,Existing Customer - Upgrade,
OPP00000055,55.0,ACC000586,College of Cambridge UCaaS Project,Closed Won,16713.57,100.0,2024-07-01,2021-08-13,Web,Existing Customer - Upgrade,
OPP00000056,56.0,ACC000022,Ward Turner Solutions Digital Transformation,Closed Won,13050.08,100.0,2022-02-09,2021-09-07,Purchased List,Existing Customer - Downgrade,
OPP00000057,57.0,ACC000023,Brown Wilson Ltd - Cloud Communications,Closed Won,158223.41,100.0,2024-11-11,2024-07-29,Purchased List,Existing Customer - Downgrade,38445
OPP00000058,58.0,ACC000125,Webex for Gamma - Harris White Group,Closed Won,53509.71,100.0,2022-06-20,2022-05-07,Web,Existing Customer - Upgrade,10902
OPP00000059,59.0,ACC000239,Hall Jones Services Digital Transformation,Closed Won,73522.26,100.0,2024-03-01,2023-04-27,Web,Existing Customer - Replacement,49839
OPP00000060,60.0,ACC000998,SIP Trunks Standard Implementation - Wright Brown LLP,Closed Won,187156.38,100.0,2025-07-04,2024-12-27,Phone Inquiry,New Customer,39674
OPP00000061,61.0,ACC000613,Newcastle City Council Digital Transformation,Closed Won,150409.09,100.0,2024-02-13,2021-12-21,Phone Inquiry,Existing Customer - Upgrade,
OPP00000062,62.0,ACC000758,Enterprise Amazon Connect Managed - Martin Evans PLC,Closed Won,197300.6,100.0,2022-01-23,2021-09-15,Partner Referral,Existing Customer - Upgrade,
OPP00000063,63.0,ACC000386,Leeds County Council Digital Transformation,Closed Won,184675.51,100.0,2024-11-05,2023-12-05,Purchased List,Existing Customer - Replacement,46503
OPP00000064,64.0,ACC000549,Webex for Gamma Expansion - Williams Wright Holdings,Closed Won,62206.58,100.0,2023-03-19,2023-02-12,Web,New Customer,41984
OPP00000065,65.0,ACC000138,Amazon Connect Managed Implementation - Evans IT Solutions Group,Closed Won,154421.74,100.0,2023-04-02,2021-09-27,Partner Referral,Existing Customer - Downgrade,
OPP00000066,66.0,ACC000686,Webex for Gamma Migration - Taylor Tech Ltd,Closed Won,6023.4,100.0,2025-08-08,2025-01-29,Other,Existing Customer - Replacement,1027
OPP00000067,67.0,ACC000463,Harris Williams PLC - Horizon Contact Centre Deployment,Closed Won,61173.99,100.0,2024-09-28,2021-08-21,Phone Inquiry,Existing Customer - Replacement,
OPP00000068,68.0,ACC000640,Hall Harris UK - Cloud Communications,Closed Won,189266.45,100.0,2024-06-20,2021-08-23,Partner Referral,Existing Customer - Upgrade,
OPP00000069,69.0,ACC000938,Harrison Williams Holdings UCaaS Project,Closed Won,89325.13,100.0,2024-11-03,2024-07-28,Purchased List,New Customer,42047
OPP00000070,70.0,ACC000712,Davies Turner UK Digital Transformation,Closed Won,128584.22,100.0,2023-04-03,2022-04-28,Phone Inquiry,Existing Customer - Upgrade,28456
OPP00000071,71.0,ACC000766,Workforce Management Expansion - Davies Lewis Holdings,Closed Won,123331.95,100.0,2022-12-14,2022-10-02,Web,Existing Customer - Upgrade,38164
OPP00000072,72.0,ACC000189,Wood IT Solutions Group Contact Centre Solution,Closed Won,166319.9,100.0,2023-08-06,2022-08-25,Partner Referral,New Customer,10538
OPP00000073,73.0,ACC000929,Gamma Contact for Partners Implementation - Evans IT Solutions Ltd,Closed Won,132003.46,100.0,2024-03-17,2021-09-02,Partner Referral,New Customer,
OPP00000074,74.0,ACC000111,Hughes Hill Partners UCaaS Project,Closed Won,295273.98,100.0,2024-12-07,2024-08-28,Web,New Customer,17624
OPP00000075,75.0,ACC000725,Enterprise Microsoft Teams Phone - Wright Hill PLC,Closed Won,26187.61,100.0,2025-12-18,2021-11-28,Web,Existing Customer - Downgrade,
OPP00000076,76.0,ACC000192,Enterprise Gamma Contact for Partners - Taylor King UK,Closed Won,63955.63,100.0,2022-06-04,2022-03-17,Purchased List,New Customer,46772
OPP00000077,77.0,ACC000958,Walker Connect Group - Cloud Communications,Closed Won,113212.15,100.0,2023-11-16,2023-07-24,Partner Referral,Existing Customer - Downgrade,26635
OPP00000078,78.0,ACC000333,Martin Edwards UK Digital Transformation,Closed Won,50916.49,100.0,2025-05-27,2021-11-08,Phone Inquiry,New Customer,
OPP00000079,79.0,ACC000477,Jones Moore and Co UCaaS Project,Closed Won,43370.61,100.0,2023-06-28,2021-09-27,Purchased List,New Customer,
OPP00000080,80.0,ACC000758,Horizon Cloud Phone System Implementation - Martin Evans PLC,Closed Won,44449.95,100.0,2023-02-23,2023-01-16,Partner Referral,Existing Customer - Upgrade,8143
OPP00000081,81.0,ACC000128,CircleLoop Migration - Hughes Brown Group,Closed Won,62821.62,100.0,2023-05-19,2023-04-12,Web,New Customer,6113
OPP00000082,82.0,ACC000003,Workforce Management Expansion - Lee Turner Solutions,Closed Won,84402.24,100.0,2022-09-13,2022-05-15,Web,New Customer,20213
OPP00000083,83.0,ACC000290,Enterprise Workforce Management - Clarke Jones Holdings,Closed Won,150645.66,100.0,2022-12-05,2021-08-25,Phone Inquiry,Existing Customer - Upgrade,
OPP00000084,84.0,ACC000663,Lee Harrison Partners Contact Centre Solution,Closed Won,28815.96,100.0,2024-07-07,2021-10-06,Other,Existing Customer - Upgrade,
OPP00000085,85.0,ACC000619,Webex for Gamma Migration - Lewis Patel Services,Closed Won,125342.23,100.0,2023-05-16,2023-04-14,Purchased List,Existing Customer - Replacement,46475
OPP00000086,86.0,ACC000211,Harris Tech Partners - Cloud Communications,Closed Won,157393.66,100.0,2022-12-31,2021-11-16,Web,Existing Customer - Downgrade,
OPP00000087,87.0,ACC000261,Gamma Contact for Partners Expansion - Glasgow Borough Council,Closed Won,288557.84,100.0,2025-02-09,2024-03-13,Purchased List,Existing Customer - Replacement,21469
OPP00000088,88.0,ACC000197,Inbound Services Expansion - Academy of Glasgow,Closed Won,196570.87,100.0,2022-01-02,2021-10-25,Web,New Customer,
OPP00000089,89.0,ACC000788,Hall Martin and Co Digital Transformation,Closed Won,109128.09,100.0,2024-03-17,2023-10-03,Web,Existing Customer - Downgrade,42007
OPP00000090,90.0,ACC000183,Morris Morris Associates Digital Transformation,Closed Won,18644.76,100.0,2024-12-01,2021-11-04,Web,New Customer,
OPP00000091,91.0,ACC000270,Baker White International UCaaS Project,Closed Won,65456.71,100.0,2023-03-17,2022-04-09,Partner Referral,Existing Customer - Upgrade,45330
OPP00000092,92.0,ACC000271,Horizon Contact Centre Migration - Moore Clarke Ltd,Closed Won,77266.7,100.0,2025-06-13,2025-03-20,Partner Referral,Existing Customer - Replacement,31572
OPP00000093,93.0,ACC000432,Moore Ward Holdings Contact Centre Solution,Closed Won,82071.41,100.0,2022-03-17,2022-02-05,Web,New Customer,39708
OPP00000094,94.0,ACC000689,Gamma Contact for Partners Migration - Jackson Wilson and Co,Closed Won,8267.46,100.0,2023-07-19,2023-01-10,Web,Existing Customer - Replacement,15643
OPP00000095,95.0,ACC000182,Secure Payments PCI - Brown Harris Partners,Closed Won,154019.55,100.0,2022-08-17,2021-09-04,Partner Referral,Existing Customer - Downgrade,
OPP00000096,96.0,ACC000193,Moore Telecom Ltd - Cloud Communications,Closed Won,298916.07,100.0,2022-09-02,2022-06-02,Web,New Customer,31139
OPP00000097,97.0,ACC000842,Robinson Ward and Co Contact Centre Solution,Closed Won,131147.43,100.0,2022-02-04,2022-01-03,Phone Inquiry,Existing Customer - Upgrade,15526
OPP00000098,98.0,ACC000674,Enterprise Webex for Gamma - Wilson Hughes and Co,Closed Won,66139.21,100.0,2023-02-27,2021-10-01,Partner Referral,Existing Customer - Downgrade,
OPP00000099,99.0,ACC000115,Horizon Desktop App Migration - University of Newcastle,Closed Won,17524.01,100.0,2022-10-23,2021-10-10,Web,Existing Customer - Replacement,
OPP00000100,100.0,ACC000008,Lee White Group Digital Transformation,Closed Won,107909.41,100.0,2023-08-07,2022-09-01,Phone Inquiry,New Customer,9416
OPP00000101,101.0,ACC000956,Baker Morris Holdings Contact Centre Solution,Closed Won,219893.34,100.0,2024-05-22,2024-02-09,Purchased List,Existing Customer - Downgrade,20735
OPP00000102,102.0,ACC000119,Horizon Mobile App Expansion - Jones King Associates,Closed Won,42588.31,100.0,2024-03-15,2023-11-20,Purchased List,Existing Customer - Downgrade,38785
OPP00000103,103.0,ACC000281,Martin Morgan Group Contact Centre Solution,Closed Won,123251.69,100.0,2025-02-16,2024-08-27,Phone Inquiry,New Customer,30471
OPP00000104,104.0,ACC000480,Thomas Cooper Group Contact Centre Solution,Closed Won,181066.92,100.0,2022-06-15,2022-01-02,Web,Existing Customer - Upgrade,43722
OPP00000105,105.0,ACC000972,Patel Williams PLC Contact Centre Solution,Closed Won,209210.15,100.0,2024-03-06,2023-10-22,Purchased List,Existing Customer - Downgrade,29617
OPP00000106,106.0,ACC000356,Secure Payments PCI Migration - White Lee Ltd,Closed Won,162384.71,100.0,2023-04-04,2021-07-31,Purchased List,Existing Customer - Upgrade,
OPP00000107,107.0,ACC000493,CX Analytics Suite Expansion - Walker Ward International,Closed Won,89679.4,100.0,2024-07-16,2023-07-18,Partner Referral,New Customer,42349
OPP00000108,108.0,ACC000965,Edwards Johnson Holdings - Cloud Communications,Closed Won,78789.41,100.0,2023-06-30,2023-02-22,Purchased List,Existing Customer - Downgrade,26114
OPP00000109,109.0,ACC000816,Morgan Morgan LLP - Cloud Communications,Closed Won,73846.76,100.0,2025-06-13,2024-07-25,Purchased List,Existing Customer - Downgrade,17521
OPP00000110,110.0,ACC000794,Amazon Connect Managed Expansion - University of Sheffield,Closed Won,146250.36,100.0,2025-09-11,2025-06-10,Web,Existing Customer - Replacement,42849
OPP00000111,111.0,ACC000591,Enterprise Cirrus Contact Centre - Walker Wright UK,Closed Won,220661.91,100.0,2024-08-05,2024-02-29,Web,Existing Customer - Upgrade,45495
OPP00000112,112.0,ACC000503,Inbound Services Implementation - Davies Johnson Holdings,Closed Won,145525.05,100.0,2022-09-04,2022-03-17,Other,New Customer,17987
OPP00000113,113.0,ACC000823,Enterprise Phoneline+ - Academy of Glasgow,Closed Won,24458.57,100.0,2023-12-22,2021-09-01,Phone Inquiry,Existing Customer - Downgrade,
OPP00000114,114.0,ACC000818,Hill Thomas PLC UCaaS Project,Closed Won,185726.25,100.0,2022-07-31,2022-02-18,Purchased List,Existing Customer - Upgrade,8908
OPP00000115,115.0,ACC000064,Clarke Thompson and Co - Cloud Communications,Closed Won,74850.97,100.0,2022-11-05,2022-05-26,Other,New Customer,33184
OPP00000116,116.0,ACC000414,Taylor Williams Partners UCaaS Project,Closed Won,29494.51,100.0,2022-11-22,2021-12-02,Phone Inquiry,Existing Customer - Downgrade,
OPP00000117,117.0,ACC000270,Phoneline+ Expansion - Baker White International,Closed Won,159570.03,100.0,2023-06-20,2021-08-11,Phone Inquiry,New Customer,
OPP00000118,118.0,ACC000115,CircleLoop - University of Newcastle,Closed Won,9987.9,100.0,2025-03-12,2021-08-09,Partner Referral,Existing Customer - Upgrade,
OPP00000119,119.0,ACC000908,Horizon Cloud Phone System - Martin Turner Partners,Closed Won,97041.52,100.0,2022-12-01,2022-04-13,Partner Referral,New Customer,21773
OPP00000120,120.0,ACC000581,Morris Wood and Co Contact Centre Solution,Closed Won,222572.16,100.0,2025-05-06,2024-05-30,Phone Inquiry,Existing Customer - Downgrade,41614
OPP00000121,121.0,ACC000245,Enterprise Phoneline+ - Robinson Taylor PLC,Closed Won,192854.11,100.0,2024-07-15,2024-01-02,Phone Inquiry,New Customer,45418
OPP00000122,122.0,ACC000327,Amazon Connect Managed Migration - Jones Harrison PLC,Closed Won,312982.92,100.0,2022-08-03,2022-04-27,Purchased List,Existing Customer - Downgrade,48043
OPP00000123,123.0,ACC000012,Evans Johnson and Co UCaaS Project,Closed Won,131615.22,100.0,2023-10-09,2022-12-08,Purchased List,Existing Customer - Downgrade,13886
OPP00000124,124.0,ACC000545,Jones Walker PLC - Horizon Contact Centre Deployment,Closed Won,108459.78,100.0,2024-09-11,2021-09-14,Web,Existing Customer - Downgrade,
OPP00000125,125.0,ACC000453,SIP Trunks Standard Implementation - Moore Evans Services,Closed Won,243215.8,100.0,2022-10-03,2022-04-16,Web,Existing Customer - Downgrade,10422
OPP00000126,126.0,ACC000489,Roberts Hughes Group UCaaS Project,Closed Won,190712.17,100.0,2022-10-01,2021-08-26,Web,New Customer,
OPP00000127,127.0,ACC000109,Jackson White Holdings UCaaS Project,Closed Won,104674.86,100.0,2022-09-10,2021-11-12,Other,Existing Customer - Replacement,
OPP00000128,128.0,ACC000181,Hall Moore Services Digital Transformation,Closed Won,73238.93,100.0,2025-09-30,2021-07-26,Other,Existing Customer - Upgrade,
OPP00000129,129.0,ACC000677,iPECS Cloud Implementation - Jones Davies Ltd,Closed Won,123039.08,100.0,2024-10-01,2021-08-18,Partner Referral,Existing Customer - Replacement,
OPP00000130,130.0,ACC000387,Green Lee Associates - Cloud Communications,Closed Won,321737.24,100.0,2023-04-28,2021-12-05,Phone Inquiry,Existing Customer - Downgrade,
OPP00000131,131.0,ACC000984,Horizon Mobile App - Roberts Networks Partners,Closed Won,149725.2,100.0,2025-07-16,2021-09-09,Other,Existing Customer - Downgrade,
OPP00000132,132.0,ACC000473,Wright Lewis Holdings UCaaS Project,Closed Won,205124.69,100.0,2022-02-12,2022-01-02,Purchased List,New Customer,426
OPP00000133,133.0,ACC000203,Lewis Clarke Services Contact Centre Solution,Closed Won,190888.03,100.0,2022-10-25,2022-04-29,Phone Inquiry,New Customer,45406
OPP00000134,134.0,ACC000609,Horizon Contact Centre - Royal Hospital NHS Trust,Closed Won,86994.53,100.0,2022-08-04,2021-10-04,Partner Referral,Existing Customer - Replacement,
OPP00000135,135.0,ACC000545,Cirrus Contact Centre Implementation - Jones Walker PLC,Closed Won,195088.64,100.0,2024-09-26,2023-11-16,Other,Existing Customer - Replacement,3851
OPP00000136,136.0,ACC000105,Harris Lee Services Digital Transformation,Closed Won,51497.33,100.0,2022-10-23,2022-04-07,Web,Existing Customer - Upgrade,27592
OPP00000137,137.0,ACC000743,Enterprise Phoneline+ - Harris Taylor International,Closed Won,84807.46,100.0,2024-12-21,2024-01-13,Phone Inquiry,Existing Customer - Downgrade,41067
OPP00000138,138.0,ACC000864,Edwards Clark International - Cloud Communications,Closed Won,298348.02,100.0,2023-04-23,2021-11-21,Partner Referral,Existing Customer - Upgrade,
OPP00000139,139.0,ACC000681,Brown Hughes Partners - Cloud Communications,Closed Won,113872.79,100.0,2022-12-26,2021-11-02,Web,Existing Customer - Downgrade,
OPP00000140,140.0,ACC000361,Webex for Gamma Expansion - Hall Walker Holdings,Closed Won,152890.89,100.0,2024-02-14,2021-10-12,Purchased List,Existing Customer - Upgrade,
OPP00000141,141.0,ACC000714,Horizon Collaborate Implementation - Manchester Council,Closed Won,36754.73,100.0,2025-05-01,2021-09-11,Web,Existing Customer - Downgrade,
OPP00000142,142.0,ACC000695,Morgan Thompson PLC - Cloud Communications,Closed Won,29740.38,100.0,2023-07-05,2021-11-24,Other,New Customer,
OPP00000143,143.0,ACC000706,CX Analytics Suite - Moore Evans PLC,Closed Won,93156.57,100.0,2023-01-02,2022-06-15,Purchased List,Existing Customer - Upgrade,15640
OPP00000144,144.0,ACC000985,Jackson Martin PLC Contact Centre Solution,Closed Won,37181.12,100.0,2024-04-14,2024-01-29,Web,New Customer,7482
OPP00000145,145.0,ACC000874,FUSION IoT Implementation - Cooper Morris LLP,Closed Won,170875.94,100.0,2024-01-09,2023-08-11,Purchased List,Existing Customer - Downgrade,43298
OPP00000146,146.0,ACC000546,Webex for Gamma Migration - Johnson Smith Holdings,Closed Won,145349.2,100.0,2023-07-05,2021-08-16,Phone Inquiry,Existing Customer - Upgrade,
OPP00000147,147.0,ACC000032,Taylor Lee Solutions - Microsoft Teams Phone Deployment,Closed Won,46979.2,100.0,2023-10-13,2023-02-17,Web,Existing Customer - Downgrade,2221
OPP00000148,148.0,ACC000324,Hall Robinson UK UCaaS Project,Closed Won,81422.88,100.0,2023-08-31,2021-09-20,Other,Existing Customer - Downgrade,
OPP00000149,149.0,ACC000149,Workforce Management - Lewis Roberts International,Closed Won,192293.97,100.0,2023-03-10,2021-08-20,Other,Existing Customer - Upgrade,
OPP00000150,150.0,ACC000250,SIP Trunks Enterprise Migration - Jackson Walker UK,Closed Won,215377.3,100.0,2024-02-26,2023-05-13,Purchased List,Existing Customer - Replacement,33268
OPP00000151,151.0,ACC000275,Thomas Davies Group - Gamma Contact for Partners Deployment,Closed Won,203020.89,100.0,2022-01-31,2021-10-04,Purchased List,Existing Customer - Upgrade,
OPP00000152,152.0,ACC000198,Green Davies Partners - Cloud Communications,Closed Won,245287.5,100.0,2024-06-27,2023-09-30,Purchased List,Existing Customer - Replacement,8385
OPP00000153,153.0,ACC000701,Walker Williams International Contact Centre Solution,Closed Won,35986.16,100.0,2024-07-03,2021-07-21,Partner Referral,Existing Customer - Upgrade,
OPP00000154,154.0,ACC000065,SIP Trunks Standard Expansion - Johnson White Group,Closed Won,108386.74,100.0,2023-03-13,2021-10-25,Phone Inquiry,Existing Customer - Replacement,
OPP00000155,155.0,ACC000938,Harrison Williams Holdings Contact Centre Solution,Closed Won,88506.08,100.0,2024-05-30,2021-09-06,Phone Inquiry,Existing Customer - Upgrade,
OPP00000156,156.0,ACC000330,Microsoft Teams Phone Migration - Hall Martin LLP,Closed Won,8446.11,100.0,2023-08-24,2021-08-11,Other,Existing Customer - Replacement,
OPP00000157,157.0,ACC000123,St Marys Hospital NHS Trust UCaaS Project,Closed Won,75435.77,100.0,2023-03-15,2022-12-04,Partner Referral,Existing Customer - Downgrade,46980
OPP00000158,158.0,ACC000181,Hall Moore Services Digital Transformation,Closed Won,23243.61,100.0,2025-10-10,2025-05-20,Other,Existing Customer - Downgrade,33468
OPP00000159,159.0,ACC000622,Cirrus Contact Centre Implementation - Morgan Lewis Partners,Closed Won,23638.82,100.0,2024-08-03,2021-08-01,Partner Referral,Existing Customer - Downgrade,
OPP00000160,160.0,ACC000711,CX Analytics Suite Expansion - Edinburgh City Council,Closed Won,120558.91,100.0,2022-05-05,2021-12-09,Other,New Customer,
OPP00000161,161.0,ACC000391,Enterprise CX Analytics Suite - Coventry Council,Closed Won,12177.76,100.0,2025-04-18,2025-03-06,Purchased List,Existing Customer - Upgrade,11738
OPP00000162,162.0,ACC000680,Martin Lewis Partners Contact Centre Solution,Closed Won,83461.07,100.0,2024-04-24,2021-12-06,Web,Existing Customer - Upgrade,
